ID_ENTREGA_CIDADE_REGIAO;ID_ENTREGA_CIDADE;BT_ATIVO;DT_CADASTRO;TX_NOME
FF999D6F-54A9-43A4-BDDD-EB275C66C2D4;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:01.727;Fazenda Santa Rita - Conjunto Residencial Alto Ori
A7607277-EA7C-4D8B-ADA7-354680352FAC;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.100;Fazenda Santa Rita - Glebas B e B1
E95C4FEA-6C34-469F-8ADF-51CA764124C9;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.837;Fazenda Santa Rita - Quadra 01
49CC4699-25A9-4A8A-AB32-492247CEAAEE;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.607;Fazenda São Domingos
E9E0D7FC-6D44-49CD-9CA4-54081E272BA8;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.613;Fazenda São Domingos - Conjunto Residencial Campo
F8B66D1E-E63B-4202-8D49-3EA14A81A898;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.610;Fazenda São Domingos - Conjunto Residencial Terra
9C0BC5AC-B6BF-4089-AA39-0A509F3AFB6C;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.853;Fazenda São José
48D9BDEE-0B3D-45C3-8AD9-170DA1C005E0;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.150;Fazenda Vau das Pombas
1FD7C338-A30F-4BA5-A103-FB7EBFAF36C2;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.970;Feliz
C0CC437B-92E3-4CAF-AB78-EF96D2531169;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.590;Floresta
10D7B877-2A26-48F6-890D-E99F16C1921A;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.987;Garavelo Residencial Norte
5AF2160C-2FEB-4083-B867-37E9C2FC91BE;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.740;Goiá
9F68034E-3585-4490-BBFE-0F5EE393CCC9;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.743;Goiá 2
0300D0D3-778D-4F08-9F0E-C32A4A1457BD;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.763;Goiá 2 Complemento
AFB67997-C4A7-4BE8-9EB6-34F08E6F0A64;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.753;Goiá IV
6A4067CB-39E0-4E2F-80ED-92DA3EDF17B8;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.763;Goiá Setor Veloso
43EFD213-396C-4566-A393-CE207A3DB202;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.980;Granja Agrícola Jacirema
20CAD330-EE51-4830-BD23-BE9F2A48A371;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.920;Granja Cruzeiro do Sul
1C49C336-32EA-4E9E-A30A-CD3F3A504FBC;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.290;Granja Santos Dumont
8398FD8D-4A9E-4F88-BEC1-C09AE3C1971A;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.280;Industrial Mooca
4BDD4B90-764A-4A98-8D3E-CD884F6E7C0E;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.327;Ipiranga
